"order_no","status","timestamp","dist","net","comm","pickup","dropoff"
"redacted","COMPLETED","Tuesday, December 16, 2025 6:09 PM","17.6","198.4","44.64",redacted,redacted
"redacted","COMPLETED","Tuesday, December 16, 2025 10:33 PM","12.1","132.0","29.7",redacted,redacted
"redacted","COMPLETED","Tuesday, December 16, 2025 3:00 PM","13.6","150.4","33.84",redacted,redacted
"redacted","COMPLETED","Tuesday, December 16, 2025 7:26 PM","11.1","120.8","27.18",redacted,redacted
"redacted","COMPLETED","Tuesday, December 16, 2025 8:10 PM","16.9","190.4","42.84",redacted,redacted
"redacted","COMPLETED","Tuesday, December 16, 2025 4:53 PM","15.1","188.8","37.98",redacted,redacted
"redacted","COMPLETED","Tuesday, December 16, 2025 8:57 PM","12.8","190.8","31.68",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, December 16, 2025 10:22 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, December 16, 2025 4:01 PM","9.3","99.2","22.32",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, December 17, 2025 5:51 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, December 17, 2025 2:55 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, December 17, 2025 4:44 PM","12.0","131.2","29.52",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, December 17, 2025 8:29 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, December 17, 2025 7:59 PM","9.4","100.0","22.5",redacted,redacted
"redacted","COMPLETED","Wednesday, December 17, 2025 8:57 PM","11.8","128.8","28.98",redacted,redacted
"redacted","COMPLETED","Wednesday, December 17, 2025 3:08 PM","10.2","108.8","24.48",redacted,redacted
"redacted","COMPLETED","Wednesday, December 17, 2025 5:59 PM","13.0","163.2","32.22",redacted,redacted
"redacted","COMPLETED","Wednesday, December 17, 2025 6:53 PM","10.7","115.2","25.92",redacted,redacted
"redacted","COMPLETED","Friday, December 19, 2025 8:39 PM","18.9","231.6","48.06",redacted,redacted
"redacted","COMPLETED","Friday, December 19, 2025 6:13 PM","20.8","236.8","53.28",redacted,redacted
"redacted","COMPLETED","Friday, December 19, 2025 9:51 PM","6.2","69.6","15.66",redacted,redacted
"redacted","CUSTOMER CANCELLED","Friday, December 19, 2025 11:43 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Saturday, December 20, 2025 12:08 AM","7.1","96.8","17.28",redacted,redacted
"redacted","COMPLETED","Friday, December 19, 2025 10:39 PM","19.6","222.4","50.04",redacted,redacted
"redacted","COMPLETED","Friday, December 19, 2025 8:13 PM","8.9","94.4","21.24",redacted,redacted
"redacted","CUSTOMER CANCELLED","Saturday, December 20, 2025 12:01 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, December 19, 2025 7:20 PM","12.9","142.4","32.04",redacted,redacted
"redacted","COMPLETED","Monday, December 22, 2025 5:02 PM","9.8","104.8","23.58",redacted,redacted
"redacted","COMPLETED","Monday, December 22, 2025 10:03 PM","11.0","118.4","26.64",redacted,redacted
"redacted","COMPLETED","Monday, December 22, 2025 7:40 PM","7.6","80.0","18.0",redacted,redacted
"redacted","COMPLETED","Monday, December 22, 2025 7:06 PM","12.9","142.4","32.04",redacted,redacted
"redacted","COMPLETED","Monday, December 22, 2025 8:28 PM","8.5","89.6","20.16",redacted,redacted
"redacted","COMPLETED","Tuesday, December 23, 2025 12:35 AM","13.8","153.6","34.56",redacted,redacted
"redacted","COMPLETED","Monday, December 22, 2025 9:23 PM","11.4","124.0","27.9",redacted,redacted
"redacted","COMPLETED","Monday, December 22, 2025 9:08 PM","3.1","68.0","10.8",redacted,redacted
"redacted","COMPLETED","Monday, December 22, 2025 4:27 PM","12.4","136.0","30.6",redacted,redacted
"redacted","COMPLETED","Monday, December 22, 2025 5:51 PM","12.9","141.6","31.86",redacted,redacted
"redacted","COMPLETED","Monday, December 22, 2025 10:44 PM","22.6","257.6","57.96",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 6:56 AM","16.8","188.8","42.48",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 6:35 AM","4.6","59.2","13.32",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 7:45 AM","24.3","279.2","62.82",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 5:56 AM","13.9","154.4","34.74",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 2:34 PM","4.8","60.0","13.5",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 9:17 AM","14.8","164.8","37.08",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 3:30 PM","6.8","74.4","16.74",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 8:52 AM","5.0","61.6","13.86",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 10:52 AM","31.4","364.0","81.9",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 2:52 PM","8.2","105.6","19.26",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 4:58 PM","3.5","51.2","11.52",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 4:03 PM","13.5","148.8","33.48",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 1:07 PM","22.5","257.6","57.96",redacted,redacted
"redacted","CUSTOMER CANCELLED","Saturday, December 27, 2025 2:08 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 2:11 PM","3.9","53.6","12.06",redacted,redacted
"redacted","DRIVER CANCELLED","Saturday, December 27, 2025 9:14 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Saturday, December 27, 2025 10:02 AM","15.9","178.4","40.14",redacted,redacted
"redacted","COMPLETED","Sunday, December 28, 2025 5:42 PM","4.0","86.4","12.24",redacted,redacted
"redacted","COMPLETED","Sunday, December 28, 2025 8:42 PM","8.2","85.6","19.26",redacted,redacted
"redacted","COMPLETED","Sunday, December 28, 2025 9:17 PM","10.7","116.0","26.1",redacted,redacted
"redacted","COMPLETED","Sunday, December 28, 2025 9:52 PM","10.4","112.0","25.2",redacted,redacted
"redacted","DRIVER CANCELLED","Sunday, December 28, 2025 4:53 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Sunday, December 28, 2025 6:29 PM","8.4","88.8","19.98",redacted,redacted
"redacted","COMPLETED","Sunday, December 28, 2025 7:02 PM","1.4","60.0","9.0",redacted,redacted
"redacted","COMPLETED","Sunday, December 28, 2025 4:56 PM","7.4","79.2","17.82",redacted,redacted
"redacted","COMPLETED","Sunday, December 28, 2025 11:00 PM","6.6","103.6","16.56",redacted,redacted
"redacted","COMPLETED","Sunday, December 28, 2025 8:02 PM","11.0","119.2","26.82",redacted,redacted
"redacted","CUSTOMER CANCELLED","Sunday, December 28, 2025 7:54 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Sunday, December 28, 2025 7:17 PM","8.2","85.6","19.26",redacted,redacted
"redacted","CUSTOMER CANCELLED","Sunday, December 28, 2025 5:33 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Sunday, December 28, 2025 6:03 PM","5.8","67.2","15.12",redacted,redacted
"redacted","COMPLETED","Monday, December 29, 2025 8:41 PM","12.8","160.0","31.5",redacted,redacted
"redacted","COMPLETED","Monday, December 29, 2025 3:28 PM","25.2","289.6","65.16",redacted,redacted
"redacted","COMPLETED","Monday, December 29, 2025 10:39 PM","7.8","81.6","18.36",redacted,redacted
"redacted","COMPLETED","Monday, December 29, 2025 4:41 PM","1.7","40.0","9.0",redacted,redacted
"redacted","COMPLETED","Monday, December 29, 2025 9:40 PM","7.6","80.8","18.18",redacted,redacted
"redacted","COMPLETED","Monday, December 29, 2025 7:11 PM","8.3","87.2","19.62",redacted,redacted
"redacted","CUSTOMER CANCELLED","Monday, December 29, 2025 4:37 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Monday, December 29, 2025 7:32 PM","9.2","117.6","21.96",redacted,redacted
"redacted","COMPLETED","Monday, December 29, 2025 5:37 PM","4.3","56.8","12.78",redacted,redacted
"redacted","COMPLETED","Monday, December 29, 2025 6:24 PM","13.1","144.0","32.4",redacted,redacted
"redacted","COMPLETED","Monday, December 29, 2025 8:21 PM","6.2","70.4","15.84",redacted,redacted
"redacted","COMPLETED","Monday, December 29, 2025 4:54 PM","12.8","140.8","31.68",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, December 30, 2025 6:01 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 7:32 PM","5.4","64.8","14.58",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 8:49 PM","1.9","40.0","9.0",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 6:37 PM","10.9","118.4","26.64",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 9:02 PM","4.3","56.8","12.78",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 9:38 PM","5.2","82.4","14.04",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 8:20 PM","8.3","86.4","19.44",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, December 30, 2025 9:34 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, December 30, 2025 8:16 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, December 31, 2025 12:02 AM","5.4","64.0","14.4",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 7:59 PM","2.5","44.0","9.9",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 10:05 PM","11.6","126.4","28.44",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 6:15 PM","3.7","52.0","11.7",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 4:06 PM","13.3","146.4","32.94",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 5:41 PM","4.8","60.0","13.5",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 7:19 PM","3.3","48.8","10.98",redacted,redacted
"redacted","COMPLETED","Tuesday, December 30, 2025 5:20 PM","3.6","52.0","11.7",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 6:58 AM","10.6","114.4","25.74",redacted,redacted
"redacted","COMPLETED","Tuesday, January 6, 2026 6:32 PM","11.4","174.8","28.08",redacted,redacted
"redacted","COMPLETED","Tuesday, January 6, 2026 9:44 PM","15.6","223.6","39.06",redacted,redacted
"redacted","COMPLETED","Tuesday, January 6, 2026 4:53 PM","14.8","164.8","37.08",redacted,redacted
"redacted","COMPLETED","Tuesday, January 6, 2026 8:25 PM","7.8","101.6","18.36",redacted,redacted
"redacted","COMPLETED","Tuesday, January 6, 2026 10:24 PM","5.9","88.0","15.3",redacted,redacted
"redacted","COMPLETED","Tuesday, January 6, 2026 8:56 PM","12.2","133.6","30.06",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 7:41 AM","16.4","184.0","41.4",redacted,redacted
"redacted","CUSTOMER CANCELLED","Wednesday, January 7, 2026 7:35 AM","0.0","0.0","0.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, January 6, 2026 3:57 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 1:21 PM","0.9","40.0","9.0",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 8:24 PM","5.8","87.2","15.12",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 10:52 AM","7.6","80.0","18.0",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, January 7, 2026 10:06 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 12:46 PM","8.4","88.0","19.8",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 11:55 AM","15.1","168.0","37.8",redacted,redacted
"redacted","CUSTOMER CANCELLED","Wednesday, January 7, 2026 1:32 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 1:55 PM","8.3","87.2","19.62",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 9:13 AM","4.1","75.2","12.42",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 8:41 AM","2.7","44.8","10.08",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 6:20 PM","21.3","243.2","54.72",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 1:37 PM","6.2","70.4","15.84",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 2:45 PM","5.2","63.2","14.22",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 4:03 PM","7.9","82.4","18.54",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 2:32 PM","1.6","40.0","9.0",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 9:47 AM","2.4","43.2","9.72",redacted,redacted
"redacted","COMPLETED","Wednesday, January 7, 2026 3:10 PM","8.1","84.8","19.08",redacted,redacted
"redacted","COMPLETED","Thursday, January 8, 2026 8:25 PM","4.7","59.2","13.32",redacted,redacted
"redacted","COMPLETED","Thursday, January 8, 2026 9:14 PM","14.2","178.4","35.64",redacted,redacted
"redacted","COMPLETED","Thursday, January 8, 2026 7:21 PM","11.3","162.4","27.54",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, January 8, 2026 7:05 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, January 8, 2026 7:12 PM","7.2","76.8","17.28",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, January 8, 2026 5:00 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, January 8, 2026 8:58 PM","2.2","41.6","9.36",redacted,redacted
"redacted","COMPLETED","Thursday, January 8, 2026 5:24 PM","7.1","76.8","17.28",redacted,redacted
"redacted","COMPLETED","Thursday, January 8, 2026 6:06 PM","18.6","210.4","47.34",redacted,redacted
"redacted","COMPLETED","Thursday, January 8, 2026 4:23 PM","12.6","139.2","31.32",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, January 8, 2026 8:43 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, January 9, 2026 5:00 PM","8.9","93.6","21.06",redacted,redacted
"redacted","COMPLETED","Friday, January 9, 2026 6:06 PM","5.7","67.2","15.12",redacted,redacted
"redacted","COMPLETED","Friday, January 9, 2026 7:44 PM","14.5","160.8","36.18",redacted,redacted
"redacted","COMPLETED","Friday, January 9, 2026 6:36 PM","17.2","193.6","43.56",redacted,redacted
"redacted","DRIVER CANCELLED","Friday, January 9, 2026 9:15 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, January 9, 2026 3:10 PM","24.9","285.6","64.26",redacted,redacted
"redacted","COMPLETED","Friday, January 9, 2026 8:23 PM","15.9","178.4","40.14",redacted,redacted
"redacted","CUSTOMER CANCELLED","Friday, January 9, 2026 4:48 PM","0.0","0.0","0.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Friday, January 9, 2026 4:46 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, January 9, 2026 9:21 PM","16.7","187.2","42.12",redacted,redacted
"redacted","COMPLETED","Monday, January 12, 2026 8:54 PM","3.5","51.2","11.52",redacted,redacted
"redacted","COMPLETED","Monday, January 12, 2026 9:11 PM","5.2","63.2","14.22",redacted,redacted
"redacted","COMPLETED","Monday, January 12, 2026 6:15 PM","12.1","172.0","29.7",redacted,redacted
"redacted","COMPLETED","Monday, January 12, 2026 8:11 PM","8.5","89.6","20.16",redacted,redacted
"redacted","COMPLETED","Monday, January 12, 2026 9:37 PM","14.1","156.8","35.28",redacted,redacted
"redacted","DRIVER CANCELLED","Monday, January 12, 2026 7:49 PM","0.0","0.0","0.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Friday, January 16, 2026 6:11 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, January 16, 2026 10:01 PM","5.4","64.8","14.58",redacted,redacted
"redacted","COMPLETED","Friday, January 16, 2026 9:10 PM","4.9","60.8","13.68",redacted,redacted
"redacted","COMPLETED","Friday, January 16, 2026 7:53 PM","17.0","191.2","43.02",redacted,redacted
"redacted","DRIVER CANCELLED","Friday, January 16, 2026 10:45 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, January 16, 2026 2:17 PM","6.9","75.2","16.92",redacted,redacted
"redacted","CUSTOMER CANCELLED","Friday, January 16, 2026 10:24 PM","0.0","0.0","0.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Friday, January 16, 2026 10:41 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, January 16, 2026 2:55 PM","16.8","188.8","42.48",redacted,redacted
"redacted","COMPLETED","Friday, January 16, 2026 6:11 PM","7.6","80.0","18.0",redacted,redacted
"redacted","COMPLETED","Friday, January 16, 2026 7:06 PM","10.7","115.2","25.92",redacted,redacted
"redacted","COMPLETED","Friday, January 16, 2026 4:06 PM","3.1","48.0","10.8",redacted,redacted
"redacted","COMPLETED","Friday, January 16, 2026 4:34 PM","28.3","327.2","73.62",redacted,redacted
"redacted","COMPLETED","Friday, January 16, 2026 9:37 PM","3.5","51.2","11.52",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 6:58 AM","15.5","193.6","39.06",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 6:29 AM","8.8","92.8","20.88",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 2:53 PM","5.8","68.0","15.3",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 1:42 PM","9.9","105.6","23.76",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 8:16 AM","11.3","122.4","27.54",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, January 20, 2026 10:43 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 9:26 AM","9.5","101.6","22.86",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 3:25 PM","11.6","126.4","28.44",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 11:23 AM","4.1","55.2","12.42",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, January 20, 2026 12:21 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, January 20, 2026 8:52 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 6:15 PM","11.1","120.8","27.18",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 9:57 AM","3.9","53.6","12.06",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 4:05 PM","9.6","102.4","23.04",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 1:07 PM","3.5","51.2","11.52",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 11:51 AM","2.1","40.8","9.18",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 4:40 PM","10.8","116.8","26.28",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 12:36 PM","6.8","74.4","16.74",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 7:21 PM","25.1","288.0","64.8",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, January 20, 2026 12:12 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 10:50 AM","3.5","71.2","11.52",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, January 20, 2026 11:44 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 10:17 AM","5.3","64.0","14.4",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, January 20, 2026 11:13 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 8:56 AM","9.7","103.2","23.22",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 5:23 PM","10.0","107.2","24.12",redacted,redacted
"redacted","COMPLETED","Tuesday, January 20, 2026 1:29 PM","2.9","46.4","10.44",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, January 20, 2026 8:11 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, January 23, 2026 6:03 PM","11.5","125.6","28.26",redacted,redacted
"redacted","COMPLETED","Friday, January 23, 2026 8:25 PM","9.0","95.2","21.42",redacted,redacted
"redacted","COMPLETED","Friday, January 23, 2026 4:55 PM","6.9","75.2","16.92",redacted,redacted
"redacted","COMPLETED","Friday, January 23, 2026 9:25 PM","3.6","51.2","11.52",redacted,redacted
"redacted","COMPLETED","Friday, January 23, 2026 8:59 PM","7.5","79.2","17.82",redacted,redacted
"redacted","COMPLETED","Friday, January 23, 2026 10:26 PM","19.1","216.8","48.78",redacted,redacted
"redacted","DRIVER CANCELLED","Friday, January 23, 2026 9:44 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Saturday, January 24, 2026 12:00 AM","9.9","105.6","23.76",redacted,redacted
"redacted","COMPLETED","Friday, January 23, 2026 9:51 PM","7.5","80.0","18.0",redacted,redacted
"redacted","COMPLETED","Friday, January 23, 2026 6:54 PM","10.9","117.6","26.46",redacted,redacted
"redacted","COMPLETED","Friday, January 23, 2026 11:21 PM","8.2","134.8","19.08",redacted,redacted
"redacted","COMPLETED","Friday, January 23, 2026 7:45 PM","7.7","81.6","18.36",redacted,redacted
"redacted","COMPLETED","Tuesday, January 27, 2026 6:48 PM","25.4","292.0","65.7",redacted,redacted
"redacted","COMPLETED","Tuesday, January 27, 2026 5:41 PM","7.2","77.6","17.46",redacted,redacted
"redacted","COMPLETED","Tuesday, January 27, 2026 6:19 PM","2.6","44.0","9.9",redacted,redacted
"redacted","COMPLETED","Tuesday, January 27, 2026 9:21 PM","20.7","235.2","52.92",redacted,redacted
"redacted","COMPLETED","Tuesday, January 27, 2026 8:06 PM","20.9","238.4","53.64",redacted,redacted
"redacted","COMPLETED","Tuesday, January 27, 2026 4:27 PM","4.2","56.0","12.6",redacted,redacted
"redacted","COMPLETED","Tuesday, January 27, 2026 4:49 PM","12.8","140.8","31.68",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 5:16 PM","8.4","88.0","19.8",redacted,redacted
"redacted","DRIVER CANCELLED","Monday, February 2, 2026 4:29 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 6:35 PM","14.5","161.6","36.36",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, February 3, 2026 12:01 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 8:03 PM","5.9","68.0","15.3",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 11:14 PM","8.3","86.4","19.44",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 5:52 PM","3.1","48.0","10.8",redacted,redacted
"redacted","CUSTOMER CANCELLED","Monday, February 2, 2026 10:26 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 3:52 PM","14.3","158.4","35.64",redacted,redacted
"redacted","DRIVER CANCELLED","Monday, February 2, 2026 10:29 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 9:01 PM","11.1","120.0","27.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Monday, February 2, 2026 10:15 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 10:50 PM","6.4","71.2","16.02",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 6:16 PM","5.0","61.6","13.86",redacted,redacted
"redacted","DRIVER CANCELLED","Monday, February 2, 2026 7:53 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 4:43 PM","8.2","85.6","19.26",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 9:41 PM","9.4","100.0","22.5",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 10:33 PM","4.8","60.8","13.68",redacted,redacted
"redacted","COMPLETED","Monday, February 2, 2026 8:24 PM","9.9","105.6","23.76",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, February 3, 2026 11:38 PM","0.0","0.0","0.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, February 3, 2026 11:45 PM","0.0","0.0","0.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, February 3, 2026 11:51 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, February 3, 2026 5:33 PM","8.9","94.4","21.24",redacted,redacted
"redacted","COMPLETED","Tuesday, February 3, 2026 10:01 PM","18.3","207.2","46.62",redacted,redacted
"redacted","COMPLETED","Tuesday, February 3, 2026 9:27 PM","8.8","93.6","21.06",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, February 3, 2026 5:04 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, February 3, 2026 6:16 PM","13.1","144.0","32.4",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, February 3, 2026 10:01 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, February 3, 2026 10:56 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, February 3, 2026 11:05 PM","11.6","133.2","28.62",redacted,redacted
"redacted","COMPLETED","Tuesday, February 3, 2026 7:35 PM","11.8","128.8","28.98",redacted,redacted
"redacted","COMPLETED","Tuesday, February 3, 2026 8:24 PM","9.7","104.0","23.4",redacted,redacted
"redacted","COMPLETED","Tuesday, February 3, 2026 9:01 PM","6.6","72.8","16.38",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, February 3, 2026 6:15 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, February 4, 2026 9:45 PM","13.9","153.6","34.56",redacted,redacted
"redacted","COMPLETED","Wednesday, February 4, 2026 7:51 PM","2.5","44.0","9.9",redacted,redacted
"redacted","CUSTOMER CANCELLED","Wednesday, February 4, 2026 8:04 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, February 4, 2026 10:16 PM","14.9","166.4","37.44",redacted,redacted
"redacted","CUSTOMER CANCELLED","Wednesday, February 4, 2026 5:01 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, February 4, 2026 6:55 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, February 4, 2026 7:02 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, February 4, 2026 4:38 PM","4.2","56.0","12.6",redacted,redacted
"redacted","CUSTOMER CANCELLED","Wednesday, February 4, 2026 5:45 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, February 4, 2026 8:47 PM","8.1","84.0","18.9",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, February 4, 2026 5:14 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, February 4, 2026 7:08 PM","8.8","92.8","20.88",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, February 4, 2026 6:21 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, February 4, 2026 9:13 PM","8.7","91.2","20.52",redacted,redacted
